text,sentiment,label
"Vaisala 's Present Weather Detector measures visibility up to 20 km , as well as precipitation type and intensity .",neutral,1
"We went to the market with yield guidance of the 7.25 % area , which gave us the flexibility to go up or down by 1-8th .",neutral,1
The project is expected to be completed in 2009 .,neutral,1
"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .",positive,2
17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,negative,0
Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .,neutral,1
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",neutral,1
Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,negative,0
Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .,positive,2
"Upon establishment , the plan is directed to approximately 20 persons .",neutral,1
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,2
"BAWAG - Is to issue a benchmark , covered deal .",neutral,1
Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia .,neutral,1
"The total value of the order , placed by Aspo ' marine transportation subsidiary ESL Shipping Oy , is EUR 60 million ( USD 77.5 m ) .",neutral,1
"In Finland , Alma Media will focus on quality and developing chain operations .",neutral,1
"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .",positive,2
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,neutral,1
Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .,positive,2
Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,positive,2
"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",neutral,1
Sales of security and system packaging increased slightly .,positive,2
`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,neutral,1
Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,neutral,1
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,neutral,1
The company has exported into about twenty European countries as well as to Africa .,neutral,1
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",positive,2
Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .,positive,2
"Our in-depth expertise extends to the fields of energy , industry , urban & mobility and water & environment .",neutral,1
"After buying Eukor Car Carriers 50 percent stake , Grimaldi Group is now the sole owner of the Swedish roll-on , roll-off port of Wallhamn .",neutral,1
"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral,1
"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",positive,2
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,neutral,1
"Auburn 's sales in 2007 were CAD 41 million ( approximately EUR 27 million ) , and the company employs some 150 people .",neutral,1
"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .",neutral,1
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,negative,0
The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,neutral,1
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",neutral,1
The right margin will be viewed separately in detail with every customer .,neutral,1
Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .,positive,2
Currency conversions are based on exchange rates at the time of the deal .,neutral,1
"Rimvesta is now controlled by the Estonian-owned real estate development company ELL Nekilnojamas Turtas , which a member of Merko , the largest construction group in the Baltic countries .",neutral,1
Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,positive,2
"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .",neutral,1
"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .",neutral,1
It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .,positive,2
"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",positive,2
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",negative,0
"Our solutions are fully Arabized , and our message is that we want to become the IT partner of choice for businesses in the Near-East region .",neutral,1
"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .",neutral,1
"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",neutral,1
The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .,neutral,1
The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,positive,2
"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people .",neutral,1
The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,negative,0
"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .",positive,2
"In the end of 2006 , the number of outlets will rise to 60-70 .",positive,2
"The payment date is March 25 , 2010 .",neutral,1
The expanded company will continue to be called NewPage .,neutral,1
"The firm is headquartered in Vantaa , southern Finland and has 16 employees .",neutral,1
Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe .,neutral,1
"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .",neutral,1
Finland 's dominating rail company VR is planning to set the infected passengers for long-distance trip in a separate carriage .,neutral,1
"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",neutral,1
"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .",positive,2
Central Europe is an important market area for Honka .,neutral,1
"The customer is then forwarded to the site , and unknown to him logged in with the first number .",neutral,1
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",neutral,1
"The company said that its investments in the new market areas resulted in sales increase in Sweden , Poland , Russia and Lithuania .",positive,2
"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company .",neutral,1
"With this , the company will exit the contract manufacturing service segment .",neutral,1
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",negative,0
"The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . ''",neutral,1
International operations accounted for over 80 % of net sales .,neutral,1
Finnish fibers and plastic products maker Suominen Corporation said its net loss from continuing operations narrowed to 1.8 mln euro ( $ 2.3 mln ) in 2006 from 3.7 mln euro ( $ 4.8 mln ) in 2005 .,positive,2
"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -® Copyright of Globes Publisher Itonut 1983 Ltd. 2009",neutral,1
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .",neutral,1
"- BEIJING XFN-ASIA - Hong Kong-listed Standard Chartered Bank said it has signed a China mobile phone dealer financing agreement with Nokia , making it the first foreign bank to offer financing to the country 's small and medium enterprise -LR",positive,2
Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,positive,2
"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations .",neutral,1
"The mill 's raw material need will increase by 100,000 m3 of wood .",neutral,1
The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,positive,2
"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",negative,0
The presentation material can be viewed on the company 's website in English after the conference .,neutral,1
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",negative,0
"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",neutral,1
"Among other industrial stocks , Metso added 0.53 pct to 40.04 eur , Wartsila B was down 0.77 pct at 47.87 eur and Rautaruukki K was 1.08 pct lower at 37.56 eur .",neutral,1
"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",neutral,1
The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,neutral,1
HK Ruokatalo 's target is to know the consumers .,neutral,1
"The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls , raw data traffic and any type of content services in both mobile and fixed networks .",neutral,1
"The Tekla Structures product box , if needed , is now made from recycled material .",neutral,1
Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,neutral,1
"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .",neutral,1
N-Viro operates processing facilities independently as well as in partnership with municipalities .,neutral,1
"Under the plan , which CSES worked out together with Public Policy Management Institute ( PPMI ) and other partners , buildings with a total area of 10,000 square meters should be built on the territory in the first phase .",neutral,1
The firm builds components for mobile phones and other communications products .,neutral,1
"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",positive,2
The volumes are expected to increase during the next few years .,positive,2
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,positive,2
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",positive,2
"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+ä+äN SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+ñ+ñn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",neutral,1
"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com .",neutral,1
"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",neutral,1
"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .",positive,2
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,positive,2
"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",positive,2
"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",neutral,1
Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',neutral,1
"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",neutral,1
"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody .",positive,2
"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 .",neutral,1
"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .",neutral,1
Delivery is expected to take place later this month .,neutral,1
Group net sales in the third quarter of 2007 totaled EUR 142.3 mn and operating profit EUR 4.3 mn .,neutral,1
"Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates .",positive,2
"LIGHTS OUT Before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan .",neutral,1
Completion of the transaction is subject to a final agreement and a Due Diligence process .,neutral,1
Status : Agreed,neutral,1
"As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat .",neutral,1
Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems .,neutral,1
Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,neutral,1
"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased .",positive,2
STUK today is a full service house expert in radiation and nuclear safety issues .,neutral,1
"Furthermore , our fully electrically driven cranes are environmentally friendly .",positive,2
"The maximum obligated total trades per day is ISK 400,000,000 market value .",neutral,1
The Group 's cash flow from operations will be positive .,positive,2
The corrected chapter is in its entirety below .,neutral,1
"`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division .",neutral,1
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",neutral,1
"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 .",negative,0
"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",negative,0
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",neutral,1
TeliaSonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of Nepal s population .,positive,2
"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",negative,0
The new chain has 700 discount stores and 250 supermarkets .,neutral,1
"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .",neutral,1
"Body The credit falls due February 24 , 2014 .",neutral,1
"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .",neutral,1
"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",positive,2
The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,positive,2
The share subscription period will expire on 30 September 2007 .,neutral,1
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",positive,2
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",positive,2
And Ogden reportedly will shell out $ 4.2 million .,neutral,1
The recent troubles simply make NETeller cheaper .,negative,0
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",neutral,1
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",positive,2
Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .,neutral,1
The fair value of investment properties was EUR 2 251.0 ( 1 281.4 ) million .,neutral,1
"Cash flow after investments amounted to EUR45m , down from EUR46m .",negative,0
The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,positive,2
The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,positive,2
The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,neutral,1
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral,1
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,negative,0
The plant will collect raw material from the Baltic Sea region .,neutral,1
"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products .",neutral,1
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",negative,0
"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?",neutral,1
Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,positive,2
Basware Einvoices Oy will be merged into the parent company during the present fiscal period .,neutral,1
The value of the multi-year agreement is over EUR 2mn a year .,neutral,1
"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",neutral,1
"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",neutral,1
The beers differ slightly from mainstream beers .,neutral,1
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,negative,0
"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class .",neutral,1
"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .",neutral,1
"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .",neutral,1
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,negative,0
"The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009 .",neutral,1
"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers .",positive,2
Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .,neutral,1
Net profit fell by almost half to +é 5.5 million from +é 9.4 million at the end of 2007 .,negative,0
"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",neutral,1
The company website is www.ahlstrom.com .,neutral,1
Pertti Ervi is independent from the Company and its major shareholders .,neutral,1
"Department store sales improved by 14 % to EUR 1,070.6 mn .",positive,2
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",neutral,1
Estonia 's beer market overall grew three percent last year to 130 million liters .,positive,2
"Latin America currently accounts for approximately 40 % of sales at Finnish BSS-OSS and VAS supplier for telecoms operators Tecnotree , company president and CEO Eero Mertano told BNamericas .",neutral,1
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",neutral,1
"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .",neutral,1
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,positive,2
"In future , the plant will focus on the production of flange profiles for wind farm towers .",neutral,1
"Nevertheless , the development can not be allowed to ruin the print newspaper , which continues to be Sanoma News ' main medium .",neutral,1
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",negative,0
"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .",neutral,1
Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,neutral,1
Uponor maintains its full-year guidance for 2010 .,neutral,1
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",neutral,1
Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic .,neutral,1
"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",neutral,1
The agreement is valid for four years .,neutral,1
The handset maker did not disclose any financial details .,neutral,1
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn .",neutral,1
"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",neutral,1
No financial details were provided .,neutral,1
Sanoma News ' advertising sales decreased by 22 % during the year .,negative,0
Joint procurement will be later extended to the factories in the Baltic countries .,neutral,1
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",negative,0
He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year .,neutral,1
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",positive,2
E 's building system service had revenue of EUR 355 mln in 2007 .,neutral,1
"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .",neutral,1
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",positive,2
"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",neutral,1
"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash .",neutral,1
"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",negative,0
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,negative,0
Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,positive,2
"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .",positive,2
The value of the orders is over EUR 25mn .,neutral,1
"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .",neutral,1
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,negative,0
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,neutral,1
Turnover rose to EUR21m from EUR17m .,positive,2
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,2
The company is presently examining whether the project would be financially feasible .,neutral,1
No more waste-burning facilities should be built .,neutral,1
This release is not an offer of securities for sale into the United States or elsewhere .,neutral,1
"I can say categorically , no , ' Wahlroos was quoted as saying by the paper , when asked about Sampo 's interest in making a bid for RSA .",neutral,1
Europe needs 17 new large paper machines .,neutral,1
"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .",positive,2
"At this stage , a maximum of 60,000 Tulikivi Series A shares will be acquired , representing about 0.16 per cent of the company -¦ s shares outstanding .",neutral,1
"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",neutral,1
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",positive,2
A total of $ 78 million will be invested in the project .,neutral,1
"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",neutral,1
"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",neutral,1
The total value of the deal is USD 29mn .,neutral,1
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",negative,0
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",negative,0
"The government started the sell-off last month , putting an 8 percent stake in TeliaSonera on the auction bloc .",neutral,1
"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",positive,2
"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",neutral,1
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,neutral,1
"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing .",neutral,1
Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,neutral,1
The transaction is expected to be completed next spring .,neutral,1
"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",neutral,1
"The facility will be used to refinance Citycon 's existing credit facility , the company said .",neutral,1
Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,neutral,1
"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .",neutral,1
The combined value of the orders is almost EUR 3mn .,neutral,1
"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",neutral,1
The indexes include the top companies that are committed to sustainable development .,neutral,1
This includes a EUR 39.5 mn change in the fair value of investment properties .,neutral,1
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,2
"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",negative,0
The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .,neutral,1
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",positive,2
Rapala estimates its net sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates .,positive,2
It inspects the companys strategic strengths and weaknesses .,neutral,1
Philips was not available to comment on the report .,neutral,1
As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy .,neutral,1
"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .",neutral,1
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .",neutral,1
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,positive,2
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",negative,0
"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",neutral,1
"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",positive,2
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,neutral,1
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",positive,2
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,neutral,1
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",neutral,1
"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .",positive,2
Work on the assignment has already started and is due for completion in spring 2011 .,neutral,1
The Swedish player became majority owner of UCell in mid-2007 .,neutral,1
The company says the measures are no longer needed .,neutral,1
"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .",neutral,1
"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral,1
"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .",neutral,1
"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",neutral,1
Results are expected late in 2006 .,neutral,1
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,negative,0
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .",neutral,1
"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 .",neutral,1
"UPM is talking to Myllykoski+ó s creditor banks -- Nordea ( STO : NDA ) , Nordic Investment Bank and Danske Bank+ó s ( CPH : DANSKE ) Sampo Bank -- over a deal , the paper said .",neutral,1
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",neutral,1
